company_name,position_title,skills,min_experience,education,seniority,description_length,skills_count
San Diego State University,Project Manager,"[""communication"", ""sem"", ""go"", ""medical"", ""leadership""]",3.0,bachelor,mid,6088,5
Forward Slope Inc.,Project Manager,"[""azure"", ""excel"", ""communication"", ""teamwork"", ""adaptability"", ""agile"", ""go"", ""creativity"", ""medical"", ""leadership""]",5.0,,senior,2482,10
"VSV WINS, INC",Remote Project Manager,"[""crm""]",8.0,master,manager,299,1
BAE Systems,Project Manager/Ship Manager,"[""leadership"", ""go""]",8.0,,manager,3253,2
"Intelliswift Software, Inc.","Remote - Release Project Manager - San Diego, CA or North Carolina","[""critical thinking"", ""communication"", ""time management"", ""attention to detail"", ""adaptability"", ""agile"", ""go"", ""api"", ""leadership""]",5.0,,senior,3801,9
What Goes Around Comes Around,Sales Associate,"[""excel"", ""go""]",1.0,,junior,1729,2
Fourth Floor,Sales Associate – Luxury Brand in NYC!,"[""time management"", ""aws""]",1.0,,junior,2178,2
Macys,"Manager, Sales and Customer Service","[""critical thinking"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""adaptability"", ""go"", ""leadership""]",1.0,high school,junior,4854,8
Home Depot,Customer Service/Sales,"[""medical"", ""leadership""]",1.0,,junior,2320,2
BENCO NEW YORK,Sales And Marketing Representative,"[""brand management"", ""sem"", ""creativity""]",8.0,,manager,1043,3
ON THIS DAY,Sales Professional,"[""crm"", ""git"", ""excel"", ""communication"", ""adaptability"", ""go""]",8.0,,manager,2512,6
Gaf,Sales Service Representative,"[""critical thinking"", ""communication"", ""time management"", ""negotiation"", ""rest"", ""adaptability"", ""go"", ""medical""]",3.0,,mid,3596,8
Drybar Shops,Sales Associate / Customer Service Representative,"[""excel"", ""communication"", ""sem"", ""aws"", ""problem solving"", ""leadership""]",1.0,high school,junior,4412,6
Career-Coach Services ,Career Coach Counselor,"[""communication"", ""aws"", ""negotiation"", ""rest"", ""go"", ""leadership""]",3.0,phd,mid,3531,6
"Placement, Inc",Career Coach,"[""communication"", ""time management"", ""negotiation"", ""adaptability"", ""go"", ""api""]",3.0,,mid,2671,6
Hope Pay,Remote Work from Home Part Time Data Entry - Entry Level,"[""rest""]",1.0,,junior,1387,1
NuVasive,"Sales Associate (Providence, RI)","[""sem"", ""time management"", ""adaptability"", ""creativity"", ""medical"", ""leadership"", ""clinical""]",1.0,bachelor,junior,4846,7
Symmetry Financial Group,Sales Representative / Sales Associate,"[""leadership"", ""adaptability"", ""cold calling"", ""go""]",1.0,,junior,1980,4
Showcase,Sales Associates- Providence Place,"[""go""]",1.0,high school,junior,2438,1
Totally pagoda,"Sales Associate Totally Pagoda,Providence Place Mall","[""excel"", ""adaptability"", ""creativity""]",1.0,,junior,1126,3
Journeys,Part-Time Sales Associate,"[""go""]",1.0,,junior,342,1
West Marine,Sales Associate,"[""communication"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""problem solving"", ""rust""]",1.0,,junior,2026,7
Boscov's Department Store,Sales Associate- FT,"[""excel"", ""communication"", ""go"", ""medical"", ""leadership""]",1.0,,junior,2897,5
Match Group,Software Engineer (Remote),"[""gcp"", ""excel"", ""git"", ""postgresql"", ""communication"", ""aws"", ""sql"", ""teamwork"", ""go"", ""api"", ""creativity""]",3.0,,,3652,11
Applied Insight LLC,Remote Software Developer (Remote),"[""azure"", ""critical thinking"", ""excel"", ""react"", ""teamwork"", ""django"", ""api"", ""microservices"", ""docker"", ""java"", ""sql"", ""creativity"", ""python"", ""problem solving"", ""kubernetes"", ""communication"", ""rest"", ""adaptability"", ""angular"", ""oracle"", ""git"", ""aws"", ""mongodb"", ""go"", ""spring"", ""agile""]",3.0,bachelor,mid,6565,26
Windstream,Software Engineer I ( 100% Remote),"[""azure"", ""critical thinking"", ""excel"", ""git"", ""communication"", ""java"", ""time management"", ""go"", ""creativity"", ""python""]",8.0,bachelor,manager,3615,10
Climb Credit,Software Engineer (remote),"[""javascript"", ""java"", ""time management"", ""go"", ""api"", ""creativity"", ""leadership""]",1.0,,junior,3416,7
CyberCoders,Senior / Lead Software Engineer (Remote),"[""mysql"", ""docker"", ""react"", ""sql"", ""rest"", ""adaptability"", ""go"", ""api"", ""medical"", ""leadership""]",5.0,,senior,3026,10
Citrix,Senior Software Engineer -  Virtualization Group - (Remote),"[""azure"", ""critical thinking"", ""git"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""agile"", ""go"", ""api"", ""creativity"", ""medical"", ""problem solving"", ""leadership"", ""rust""]",5.0,master,senior,11035,17
Segrera Associates,Senior Full Stack Software Engineer- Remote,"[""critical thinking"", ""excel"", ""react"", ""teamwork"", ""django"", ""api"", ""leadership"", ""vue"", ""docker"", ""typescript"", ""java"", ""sql"", ""medical"", ""python"", ""postgresql"", ""communication"", ""git"", ""javascript"", ""aws"", ""mongodb"", ""go"", ""agile""]",5.0,,senior,4338,22
USAA,Java Software Engineer - Mid Level (REMOTE),"[""angular"", ""kubernetes"", ""git"", ""react"", ""javascript"", ""java"", ""time management"", ""teamwork"", ""rest"", ""agile"", ""go"", ""api"", ""creativity"", ""medical"", ""problem solving"", ""spring"", ""leadership""]",1.0,bachelor,junior,6027,17
Mizuho,Biotech Equity Research Associate,"[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""leadership""]",1.0,phd,junior,3091,7
Teaneck Public Schools,Art Teacher,"[""git"", ""creativity""]",1.0,high school,,625,2
TDC,Senior graphic designer,"[""excel"", ""git"", ""social media"", ""communication"", ""attention to detail"", ""creativity"", ""leadership""]",1.0,,junior,2032,7
HealthCare Support,Remote RN Case Manager,"[""rest"", ""medical"", ""sem"", ""clinical""]",8.0,,manager,2002,4
Cityblock Health,RN Case Manager- REMOTE,"[""nursing"", ""critical thinking"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""go"", ""medical"", ""clinical""]",8.0,,manager,4221,10
Centene Corporation,Case Manager I - Remote,"[""nursing"", ""sem"", ""time management"", ""adaptability"", ""medical""]",8.0,bachelor,manager,2098,5
HMA,Remote Case Manager II,"[""nursing"", ""critical thinking"", ""excel"", ""communication"", ""hipaa"", ""teamwork"", ""adaptability"", ""go"", ""medical"", ""problem solving"", ""leadership"", ""clinical""]",3.0,,mid,5012,12
Piper Companies,"Case Manager, RN - Remote","[""time management"", ""medical"", ""clinical""]",8.0,high school,manager,1539,3
Symetra Life Insurance Company,Associate New Business Case Manager - Remote,"[""critical thinking"", ""adaptability"", ""communication"", ""go""]",1.0,,junior,2505,4
MassMutual,DI Case Manager - 100% remote US,"[""git"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""adaptability"", ""problem solving"", ""leadership"", ""rust""]",3.0,bachelor,mid,4138,9
Highmark Wholecare,Medical Case Manager - (Remote),"[""nursing"", ""critical thinking"", ""communication"", ""sem"", ""time management"", ""teamwork"", ""go"", ""medical"", ""clinical""]",5.0,master,senior,7092,9
Dollar General,Sales Associate,"[""teamwork"", ""rest"", ""communication""]",1.0,high school,junior,2037,3
Bath & Body Works,Sales Associate-COLONY SQUARE MALL,"[""go""]",1.0,,junior,369,1
Certified Oil,Retail Sales Associate,"[""sem"", ""time management"", ""adaptability"", ""rest"", ""go""]",1.0,high school,junior,3160,5
Five Below,Sales Associate,"[""excel"", ""communication"", ""time management"", ""creativity"", ""go""]",1.0,,junior,3862,5
rue21,"Part Time Sales - Zanesville, OH",[],1.0,,junior,312,0
KOHLS,Part-Time Retail Sales Associate,"[""excel"", ""communication"", ""problem solving"", ""rust""]",1.0,,junior,3887,4
choice recovery example,coach,[],,,,36,0
YAI,Therapeutic Coach Team Lead,"[""go"", ""clinical""]",5.0,,senior,1501,2
Orthodox Union,Direct Support Professional/Job Coach,"[""go""]",0.0,,,285,1
Angott Search Group,Human Resources Director,"[""go"", ""aws""]",8.0,bachelor,manager,1104,2
Total Quality Logistics,Human Resources Manager,"[""excel"", ""communication"", ""aws"", ""time management"", ""go"", ""creativity"", ""leadership"", ""rust""]",5.0,bachelor,senior,2313,8
Jostin Construction,Director human resources,"[""excel"", ""communication"", ""time management"", ""api"", ""leadership""]",5.0,bachelor,senior,1206,5
Greater Cincinnati Foundation,"Director, Human Resources","[""excel"", ""communication"", ""aws"", ""time management"", ""rest"", ""go"", ""creativity"", ""problem solving"", ""leadership""]",0.0,bachelor,intern,8840,9
"Menard, Inc",Human Resource Coordinator,[],8.0,,manager,1077,0
Crane Co.,"HR Director, Americas","[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""go"", ""api"", ""creativity"", ""leadership"", ""rust""]",5.0,bachelor,senior,9798,11
Aveda Institutes,Human Resources Generalist,"[""critical thinking"", ""excel"", ""communication"", ""aws"", ""adaptability"", ""go"", ""leadership""]",5.0,bachelor,senior,5744,7
strategic HR inc.,Customer Channel Service Representative,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""attention to detail"", ""go"", ""creativity"", ""leadership""]",8.0,,manager,2421,8
Shake Shack,Construction Project Manager - Remote,"[""seo"", ""aws"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""medical""]",8.0,bachelor,manager,3319,7
Barry-Wehmiller Design Group,(3) Construction Project Managers (Remote) (industrial structures),"[""seo"", ""excel"", ""sem"", ""adaptability"", ""go""]",8.0,master,manager,3422,5
Scandinavian Tobacco Group,Construction Project Manager (Remote),"[""excel"", ""communication"", ""time management"", ""rest"", ""adaptability"", ""go"", ""leadership""]",5.0,master,senior,3682,7
CircusTrix,Construction Project Manager (Remote),"[""seo"", ""time management"", ""excel"", ""budgeting""]",8.0,master,manager,3015,4
The Emily Program,Construction Project Manager - Remote,"[""communication"", ""teamwork"", ""attention to detail"", ""medical"", ""leadership""]",5.0,bachelor,senior,2130,5
Cushman & Wakefield,"Project Manager, Construction Manager (Remote), Project ...","[""time management"", ""leadership"", ""go""]",5.0,master,senior,2741,3
Raymond Search Group,REMOTE FLEX - Construction Project Manager,"[""excel"", ""git"", ""react"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""budgeting""]",8.0,,manager,6685,10
CBRE,"Construction Project Manager- (Remote in Detroit, Cleveland, or...","[""seo"", ""critical thinking"", ""excel"", ""communication"", ""time management"", ""go"", ""financial analysis"", ""problem solving"", ""leadership""]",3.0,master,mid,5162,9
Blackrock,Real Estate Investment Management Associate (Monsey),"[""excel"", ""communication"", ""sem"", ""rest"", ""attention to detail"", ""adaptability"", ""go"", ""budgeting""]",1.0,bachelor,junior,4406,8
Creative Financial Staffing (CFS),Senior Financial Analyst,"[""financial analysis"", ""critical thinking"", ""excel"", ""communication"", ""time management"", ""teamwork"", ""go"", ""api"", ""financial reporting"", ""budgeting""]",5.0,bachelor,senior,1640,10
Optm,"Sr. Software Engineer, Networking (Remote)","[""typescript"", ""communication"", ""teamwork"", ""rest"", ""go""]",5.0,,senior,2176,5
GitHub,GRC Product Risk Analyst (Remote),"[""azure"", ""critical thinking"", ""excel"", ""git"", ""communication"", ""sem"", ""time management"", ""teamwork"", ""rest"", ""go"", ""creativity"", ""problem solving"", ""leadership"", ""rust""]",3.0,,mid,8434,14
"NITYA Software Solutions, Inc.",Windows Packaging Engineer,[],8.0,,manager,1014,0
Tempus,Engineering Lead - Analytics Platform,"[""docker"", ""critical thinking"", ""leadership"", ""aws"", ""teamwork"", ""agile"", ""go"", ""api"", ""creativity"", ""problem solving"", ""python"", ""clinical""]",5.0,,senior,3036,12
"Holman Frenia Allison, PC","Holman Frenia Allison, PC Hiring for Audit Staff Accountant Job at...","[""auditing"", ""tax"", ""excel"", ""critical thinking"", ""communication"", ""sem"", ""adaptability"", ""medical""]",0.0,bachelor,intern,2270,8
Church & Dwight Careers,Accounting Clerk,"[""critical thinking"", ""excel"", ""sem"", ""sap"", ""teamwork"", ""creativity""]",5.0,bachelor,senior,2366,6
First Commerce Bank,"Senior Accountant, Banking (Lakewood)","[""auditing"", ""tax"", ""excel"", ""communication"", ""aws"", ""time management"", ""adaptability"", ""gaap"", ""go"", ""financial reporting"", ""medical"", ""rust""]",5.0,bachelor,senior,4144,12
Spherion,Audit Staff Accountant,"[""auditing"", ""tax"", ""excel"", ""critical thinking"", ""communication"", ""sem"", ""medical""]",0.0,bachelor,intern,3118,7
Beech Valley Solutions,"Assurance Senior, Public Accounting","[""rest"", ""communication"", ""auditing"", ""go""]",1.0,,junior,2391,4
Vita Healthcare Group,Accountant,"[""bookkeeping"", ""excel"", ""communication"", ""time management"", ""quickbooks"", ""nursing"", ""leadership""]",1.0,bachelor,junior,1538,7
Robert Half Accountemps,Accountant,"[""excel"", ""time management"", ""creativity"", ""go"", ""financial reporting""]",5.0,,senior,1761,5
Resource Solutions,Business Development Specialist,"[""excel"", ""communication"", ""attention to detail"", ""go"", ""creativity"", ""salesforce""]",8.0,bachelor,manager,2426,6
Care365 Homecare,Business Development Associate,"[""time management"", ""communication"", ""creativity""]",1.0,,junior,1544,3
Stand 8 Technology Services,Business Development Manager - Talent and Technology Solutions,"[""critical thinking"", ""excel"", ""social media"", ""communication"", ""time management"", ""negotiation"", ""rest"", ""teamwork"", ""go"", ""api"", ""leadership""]",5.0,bachelor,senior,2451,11
City Wide Facility Solutions,Business Development Specialist,"[""crm"", ""excel"", ""social media"", ""communication"", ""time management"", ""lead generation"", ""rest"", ""cold calling"", ""leadership""]",5.0,bachelor,senior,3130,9
First Solar,Business Development & Sales Analyst II,"[""crm"", ""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""attention to detail"", ""go"", ""api"", ""salesforce"", ""creativity"", ""leadership""]",8.0,master,manager,5013,13
European Recruitment,Business Development Manager (Monsey),"[""rest"", ""leadership""]",8.0,,manager,1029,2
GLG,Manager Business Development,"[""account management"", ""communication"", ""leadership""]",8.0,bachelor,manager,3302,3
Carta,Business Development Manager Private Equity,"[""tax"", ""communication"", ""aws"", ""teamwork"", ""go"", ""salesforce"", ""medical"", ""problem solving"", ""leadership""]",5.0,master,senior,5212,9
Direct TV,Sr Manager - Business Development,"[""excel"", ""git"", ""communication"", ""sem"", ""negotiation"", ""teamwork"", ""go"", ""creativity"", ""leadership""]",5.0,,senior,3660,9
Legal Marketing And Staffing,Information Technology System Administrator,"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""rest"", ""go"", ""medical""]",5.0,master,senior,3598,7
TPD® Workforce & HR Solutions,"Systems Administrator, IT (Brooklyn, NY)","[""auditing"", ""azure"", ""gcp"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""medical""]",5.0,bachelor,senior,6894,11
Vera Institute of Justice,"Systems Administrator, IT (Brooklyn, NY)","[""auditing"", ""azure"", ""gcp"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""medical""]",5.0,bachelor,senior,6878,11
"Core BTS, INC.",Network and Systems Administrator (On-Site ~ NOT REMOTE),"[""excel"", ""git"", ""communication"", ""go"", ""problem solving""]",5.0,,senior,2787,5
Dwight School,Network and Systems Administrator,"[""azure"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""go"", ""api"", ""creativity"", ""leadership"", ""rust""]",5.0,bachelor,senior,5733,10
Corning Federal Credit Union,It Systems Administrator Ii,"[""teamwork"", ""excel""]",1.0,bachelor,,812,2
Marcus & Millichap,Network Systems Admin,"[""sem"", ""aws"", ""sql"", ""go"", ""api"", ""medical"", ""leadership""]",0.0,,intern,4679,7
Brooklyn Public Library,Systems Administrator,"[""critical thinking"", ""excel"", ""leadership"", ""communication"", ""sql"", ""teamwork"", ""time management"", ""creativity"", ""api"", ""problem solving""]",5.0,master,senior,3771,10
AHRC New York City,Systems Administrator,"[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management""]",8.0,bachelor,manager,2089,5
TBC Retail Group,Regional Sales Manager,"[""critical thinking"", ""excel"", ""communication"", ""sem"", ""rest"", ""go"", ""medical"", ""leadership"", ""rust""]",5.0,bachelor,senior,4592,9
AM Retail Group - Karl Lagerfeld Paris,Assistant Sales Manager - Full Time,"[""excel"", ""communication"", ""go"", ""creativity"", ""medical"", ""leadership""]",1.0,,junior,2488,6
Work With Your Handz,Service Manager,"[""aws"", ""time management"", ""rest"", ""go"", ""api"", ""medical"", ""leadership"", ""rust""]",5.0,,senior,3479,8
ProActivate,Regional Sales Manager,[],8.0,,manager,577,0
Syntax Systems Ltd,"Regional Sales Director, SAP - NE - United States","[""oracle"", ""tax"", ""excel"", ""communication"", ""sap"", ""aws"", ""leadership""]",8.0,,manager,1509,7
AVer USA,"Regional Sales Manager, Video Conferencing (East)","[""excel"", ""communication"", ""aws"", ""time management"", ""negotiation"", ""teamwork"", ""go"", ""medical"", ""leadership""]",5.0,bachelor,senior,3805,9
PNC Financial Services Group,Sales Leader I - Business Banking Sales Manager,"[""critical thinking"", ""communication"", ""sem"", ""time management"", ""go"", ""creativity"", ""medical"", ""leadership"", ""rust""]",3.0,phd,mid,7586,9
LG Electronics North America,Regional Sales Manager - Air Solutions NE,"[""account management"", ""excel"", ""communication"", ""teamwork"", ""leadership""]",5.0,master,senior,2629,5
Nancy Hill Agency,Licensed Insurance Agent Remote Executive Sales Manager,"[""excel"", ""git"", ""communication"", ""time management"", ""lead generation"", ""go"", ""leadership""]",5.0,,senior,2789,7
Gallin Associates,Sales leader,"[""time management"", ""financial analysis"", ""critical thinking""]",1.0,bachelor,,748,3
CreateMe,Senior Director Finance,"[""seo"", ""tax"", ""excel"", ""critical thinking"", ""ifrs"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""adaptability"", ""gaap"", ""go"", ""api"", ""creativity"", ""medical"", ""leadership""]",5.0,bachelor,senior,4314,16
Project FIND,Director of Finance,"[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""go"", ""budgeting"", ""leadership"", ""rust""]",1.0,master,junior,4455,9
Eastern Union,Financial Analyst,"[""time management"", ""teamwork"", ""excel""]",1.0,bachelor,,1287,3
Flywheel Technologies,VP of Finance (East Meadow),"[""financial analysis"", ""critical thinking"", ""communication"", ""time management"", ""teamwork"", ""rest"", ""adaptability"", ""go"", ""financial reporting"", ""budgeting"", ""leadership"", ""problem solving""]",3.0,,mid,5058,12
The Execu - Search Group,Director - FP&A / Corporate Finance,"[""tax"", ""excel"", ""critical thinking"", ""communication"", ""time management"", ""attention to detail"", ""go"", ""budgeting"", ""leadership""]",5.0,master,senior,1023,9
Montefiore Health System,Director Financial Business Management (Freeport),"[""excel"", ""sap"", ""redis"", ""time management"", ""go"", ""api"", ""medical"", ""leadership"", ""clinical""]",1.0,master,junior,2852,9
Utica Mutual Insurance Company,Chief Financial Officer,"[""tax"", ""excel"", ""critical thinking"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""attention to detail"", ""adaptability"", ""go"", ""api"", ""creativity"", ""financial reporting"", ""medical"", ""problem solving"", ""leadership""]",3.0,bachelor,mid,6658,16
Scotiabank,"Associate Director, Global Capital Markets Documentation, GBM...","[""tax"", ""excel"", ""critical thinking"", ""communication"", ""time management"", ""negotiation"", ""rest"", ""go"", ""api"", ""leadership""]",1.0,master,junior,4976,10
Bennett Gaynor ,Furniture Product Sales Liasion,"[""rest"", ""go""]",1.0,,,1403,2
Central Office,Data Analyst/Manager,"[""critical thinking"", ""clinical"", ""teamwork"", ""leadership"", ""emr""]",5.0,bachelor,senior,2905,5
Montblanc,"Manager, Data Analytics","[""excel"", ""git"", ""creativity"", ""go"", ""leadership"", ""rust""]",8.0,,manager,1340,6
Michael Page International,Data Analyst Manager,"[""sql"", ""leadership"", ""python""]",8.0,,manager,1242,3
StrongArm Technologies,Senior Data Analyst,"[""auditing"", ""critical thinking"", ""excel"", ""git"", ""leadership"", ""communication"", ""sql"", ""teamwork"", ""rest"", ""time management"", ""go"", ""creativity"", ""problem solving"", ""python""]",5.0,,senior,6566,14
Facebook App,Analytics Manager,"[""critical thinking"", ""excel"", ""leadership"", ""communication"", ""sql"", ""medical"", ""python"", ""rust""]",5.0,bachelor,senior,3228,8
Publicis Sapient,Marketing Analytics Manager,"[""critical thinking"", ""git"", ""communication"", ""sem"", ""time management"", ""rest"", ""go"", ""leadership""]",5.0,,senior,3071,8
"Rising Ground, Inc",Data Management Analyst for Netsmart,"[""time management"", ""go"", ""api"", ""leadership"", ""emr""]",5.0,master,senior,2812,5
Illumina,"Associate Project Manager, IVD Product Development (San Diego, CA)","[""excel"", ""communication"", ""time management"", ""negotiation"", ""teamwork"", ""go"", ""api"", ""creativity"", ""medical"", ""leadership"", ""clinical""]",1.0,master,junior,3252,11
Amazon,"Sr. Product Marketing Manager - Growth, Music Industry","[""critical thinking"", ""git"", ""communication"", ""time management"", ""lead generation"", ""teamwork"", ""salesforce"", ""leadership""]",5.0,,senior,5069,8
"Amazon.com Services, Inc.","Marketing Program Manager, B2B","[""critical thinking"", ""excel"", ""communication"", ""teamwork"", ""go"", ""api"", ""creativity"", ""medical"", ""leadership""]",8.0,,manager,3680,9
United Nations Federal Credit Union,Systems Analyst - Appserver Admin,"[""oracle"", ""critical thinking"", ""git"", ""communication"", ""sql"", ""go"", ""problem solving""]",3.0,bachelor,mid,3205,7
Hispanic Outlook,Administrative Executive Assistant - Building Operations,"[""excel"", ""communication"", ""time management"", ""rest"", ""go"", ""medical"", ""problem solving""]",1.0,,junior,5356,7
Toll International LLC,Office Administrator,"[""bookkeeping"", ""tax"", ""excel"", ""communication"", ""time management"", ""attention to detail"", ""go"", ""budgeting""]",8.0,bachelor,manager,4637,8
Executive Excellence,"Academic Dean, VOICE Charter School","[""tax"", ""excel"", ""critical thinking"", ""communication"", ""sem"", ""teamwork"", ""rest"", ""go"", ""api"", ""salesforce"", ""problem solving"", ""leadership""]",3.0,master,mid,11601,12
Clinical Management Consultants,Assistant RN Manager Telemetry - Night shift,"[""excel"", ""communication"", ""rest"", ""creativity"", ""nursing""]",5.0,bachelor,senior,2120,5
Walter P Moore,Project Management Administrator,"[""aws"", ""time management"", ""adaptability"", ""creativity"", ""problem solving"", ""leadership""]",5.0,master,senior,3173,6
Queens Surgical Center,Nurse Administrator,"[""nursing"", ""communication"", ""teamwork"", ""medical"", ""leadership"", ""clinical""]",5.0,,senior,1794,6
Physician Affiliate Group of NY,Administrative Assistant,"[""seo"", ""excel"", ""communication"", ""sem"", ""aws"", ""time management"", ""go"", ""creativity"", ""medical"", ""clinical""]",3.0,high school,,3732,10
"SBM Management Services, LP",Site Administrative Assistant,"[""excel"", ""communication"", ""time management"", ""attention to detail"", ""go""]",8.0,master,manager,1842,5
IQVIA,Sr. HR Business Partner (Hybrid/Remote Role),"[""critical thinking"", ""excel"", ""communication"", ""time management"", ""attention to detail"", ""go"", ""problem solving"", ""leadership"", ""clinical""]",1.0,bachelor,junior,3483,9
DoorDash,Senior HR Business Partner,"[""excel"", ""communication"", ""sem"", ""time management"", ""rest"", ""go"", ""api"", ""creativity"", ""problem solving"", ""leadership""]",5.0,,senior,5476,10
Scale,HR Generalist,"[""critical thinking"", ""excel"", ""communication"", ""aws"", ""time management"", ""teamwork"", ""adaptability"", ""creativity"", ""api""]",3.0,,,4389,9
Nielsen,HR Initiatives Program Lead (Remote),"[""critical thinking"", ""social media"", ""communication"", ""go"", ""leadership"", ""rust""]",3.0,,mid,4161,6
Veterans Health Administration,Federal - Nursing Assistant Inpatient Mental Health West,"[""nursing"", ""go""]",1.0,,,151,2
"Veterans Affairs, Veterans Health Administration",Nursing Assistant (Inpatient Mental Health),"[""nursing"", ""leadership"", ""react"", ""sem"", ""communication"", ""go"", ""medical"", ""patient care"", ""clinical""]",1.0,bachelor,junior,12689,9
"Veterans Health Administration, Department of Veterans Affairs",Nursing Assistant (Inpatient Mental Health),"[""nursing"", ""leadership"", ""react"", ""sem"", ""communication"", ""go"", ""medical"", ""patient care"", ""clinical""]",1.0,bachelor,junior,8010,9
The Hire Mark,Sylmar Certified Nursing Assistant CNA for Psychiatric lockdown...,"[""medical""]",0.0,,,339,1
US Veterans Health Administration,Nursing Assistant (Inpatient Mental Health),"[""nursing"", ""leadership"", ""react"", ""sem"", ""communication"", ""go"", ""medical"", ""patient care"", ""clinical""]",1.0,bachelor,junior,23924,9
Meadowbrook Behavioral Health,Certified nursing assistant,"[""nursing""]",0.0,,,247,1
Sutter Health,Nurse Practitioner - Icu Davies - Pd,"[""nursing"", ""communication"", ""aws"", ""teamwork"", ""medical"", ""patient care""]",3.0,,,2396,6
Marina del Rey,"Mental Health Worker/CNA, Full Time, Nights","[""teamwork"", ""excel"", ""communication"", ""patient care""]",5.0,,senior,1294,4
The Carrington Team,Real Estate Agent - Training Provided,"[""tax"", ""excel"", ""communication"", ""negotiation"", ""rest"", ""adaptability"", ""go""]",2.0,,,1961,7
Marcus and Millichap,Entry-Level Commercial Real Estate Agent,"[""critical thinking"", ""excel"", ""communication"", ""teamwork"", ""go"", ""spring"", ""leadership""]",1.0,master,junior,4785,7
Keller Williams Realty,Real Estate Agent - Training Provided,"[""excel"", ""communication"", ""adaptability"", ""rest"", ""leadership""]",2.0,,,1373,5
BH Properties,Realtor,"[""adaptability"", ""crm"", ""communication""]",1.0,,junior,1782,3
EXIT Realty Top Properties NY,Real Estate Agent,"[""lead generation"", ""leadership"", ""go""]",5.0,,senior,790,3
Riseboro Community Partnership,VP Real Estate,"[""tax"", ""excel"", ""critical thinking"", ""time management"", ""teamwork"", ""rest"", ""go"", ""api"", ""creativity"", ""leadership""]",5.0,master,senior,6443,10
Venezia Realty Group LLC,Real Estate Agent,[],,,,371,0
Creative Real Estate Pros Rr,Creative Real Estate Agent in Nyc (We Train You),"[""excel"", ""sap"", ""time management"", ""creativity"", ""api""]",1.0,bachelor,junior,2592,5
Highline Residential Technology,Real Estate Agent,"[""seo"", ""crm"", ""excel"", ""social media"", ""sem"", ""communication"", ""adaptability"", ""go"", ""api"", ""leadership""]",5.0,,senior,5487,10
"11 Jo-Ann Stores Support Center, Inc.","Coordinator, Customer Care Center","[""excel"", ""social media"", ""sap"", ""communication"", ""time management"", ""teamwork"", ""go""]",1.0,high school,junior,3148,7
PNC Bank,Investment Service Partner – Customer Service Rep – REMOTE OPTION,"[""critical thinking"", ""communication"", ""sem"", ""time management"", ""attention to detail"", ""go"", ""medical"", ""problem solving""]",8.0,,manager,6123,8
"FASTSIGNS® OF DOWNTOWN CLEVELAND, OH",Customer Service Representative / Inside Sales,"[""seo"", ""excel"", ""communication"", ""time management"", ""rest"", ""go"", ""medical""]",8.0,,manager,2580,7
Embrace Pet Insurance,Customer Care Embracer,"[""sem"", ""time management"", ""adaptability"", ""go"", ""leadership""]",2.0,,,3497,5
National Asset Recovery Specialists,Customer Support Specialist,"[""excel"", ""time management"", ""creativity"", ""go"", ""medical""]",8.0,bachelor,manager,1698,5
Staffing Solutions Enterprises,Editor (Remote or Onsite),"[""copywriting"", ""excel"", ""communication"", ""sap"", ""time management"", ""adaptability"", ""go""]",2.0,bachelor,,1178,7
Angi,"Director, Strategy & Operations","[""critical thinking"", ""excel"", ""communication"", ""sql"", ""time management"", ""adaptability"", ""api"", ""medical"", ""problem solving"", ""leadership""]",5.0,,senior,2862,10
Resilience,Sr. Director/Head of Strategy and Business Operations,"[""excel"", ""git"", ""time management"", ""teamwork"", ""adaptability"", ""agile"", ""go"", ""creativity"", ""leadership""]",5.0,phd,senior,4446,9
RSM US LLP,Management Consulting Director- Strategy and Operations (San...,"[""crm"", ""critical thinking"", ""excel"", ""leadership"", ""communication"", ""time management"", ""teamwork"", ""attention to detail"", ""go"", ""api"", ""creativity"", ""budgeting"", ""problem solving""]",8.0,master,manager,4654,13
